Source,word,n
DeepSeek-R1,abnormally,7
DeepSeek-R1,accurate,7
DeepSeek-R1,achieves,7
DeepSeek-R1,added,7
DeepSeek-R1,adrenalized,7
DeepSeek-R1,alarming,7
DeepSeek-R1,alf,7
DeepSeek-R1,alliances,7
DeepSeek-R1,appropriateness,7
DeepSeek-R1,area,7
DeepSeek-R1,asting,7
DeepSeek-R1,atching,7
DeepSeek-R1,aximizing,7
DeepSeek-R1,aybe,7
DeepSeek-R1,beihai,7
DeepSeek-R1,beliefs,7
DeepSeek-R1,beneficial,7
DeepSeek-R1,betrayed,7
DeepSeek-R1,blaring,7
DeepSeek-R1,bottled,7
DeepSeek-R1,brutally,7
DeepSeek-R1,bsent,7
DeepSeek-R1,buried,7
DeepSeek-R1,buys,7
DeepSeek-R1,cancel,7
DeepSeek-R1,classic,7
DeepSeek-R1,coercion,7
DeepSeek-R1,coiled,7
DeepSeek-R1,coins,7
DeepSeek-R1,compatible,7
DeepSeek-R1,composure,7
DeepSeek-R1,compulsory,7
DeepSeek-R1,contradictions,7
DeepSeek-R1,contrast,7
DeepSeek-R1,counterintuitive,7
DeepSeek-R1,cracking,7
DeepSeek-R1,crisis,7
DeepSeek-R1,cross,7
DeepSeek-R1,crossing,7
DeepSeek-R1,culture,7
DeepSeek-R1,damage,7
DeepSeek-R1,damn,7
DeepSeek-R1,dataset,7
DeepSeek-R1,defender,7
DeepSeek-R1,degree,7
DeepSeek-R1,depletes,7
DeepSeek-R1,desiring,7
DeepSeek-R1,destruction,7
DeepSeek-R1,detecting,7
DeepSeek-R1,discharging,7
DeepSeek-R1,disengaging,7
DeepSeek-R1,dismisses,7
DeepSeek-R1,display,7
DeepSeek-R1,distributed,7
DeepSeek-R1,distrusting,7
DeepSeek-R1,drumming,7
DeepSeek-R1,eaning,7
DeepSeek-R1,elayed,7
DeepSeek-R1,erased,7
DeepSeek-R1,erases,7
DeepSeek-R1,esolve,7
DeepSeek-R1,eviations,7
DeepSeek-R1,execute,7
DeepSeek-R1,explode,7
DeepSeek-R1,expose,7
DeepSeek-R1,externally,7
DeepSeek-R1,failure,7
DeepSeek-R1,false,7
DeepSeek-R1,features,7
DeepSeek-R1,fervor,7
DeepSeek-R1,ffsetting,7
DeepSeek-R1,flaw,7
DeepSeek-R1,flawless,7
DeepSeek-R1,flows,7
DeepSeek-R1,forgiveness,7
DeepSeek-R1,fostering,7
DeepSeek-R1,generated,7
DeepSeek-R1,gradually,7
DeepSeek-R1,grin,7
DeepSeek-R1,haikou,7
DeepSeek-R1,handle,7
DeepSeek-R1,happily,7
DeepSeek-R1,harshness,7
DeepSeek-R1,hesitations,7
DeepSeek-R1,hogging,7
DeepSeek-R1,hope,7
DeepSeek-R1,hyperfixation,7
DeepSeek-R1,hypervigilant,7
DeepSeek-R1,hypotheticals,7
DeepSeek-R1,ightened,7
DeepSeek-R1,impedes,7
DeepSeek-R1,individuals,7
DeepSeek-R1,inexpensive,7
DeepSeek-R1,injects,7
DeepSeek-R1,inor,7
DeepSeek-R1,insincere,7
DeepSeek-R1,instances,7
DeepSeek-R1,intended,7
DeepSeek-R1,intention,7
DeepSeek-R1,interests,7
DeepSeek-R1,internalizing,7
DeepSeek-R1,intersection,7
DeepSeek-R1,involving,7
DeepSeek-R1,jiaozuo,7
DeepSeek-R1,kaifeng,7
DeepSeek-R1,life,7
DeepSeek-R1,limitations,7
DeepSeek-R1,maintenance,7
DeepSeek-R1,managing,7
DeepSeek-R1,mask,7
DeepSeek-R1,mine,7
DeepSeek-R1,mingles,7
DeepSeek-R1,mmediate,7
DeepSeek-R1,model,7
DeepSeek-R1,moments,7
DeepSeek-R1,moods,7
DeepSeek-R1,moved,7
DeepSeek-R1,mposing,7
DeepSeek-R1,muttering,7
DeepSeek-R1,mutual,7
DeepSeek-R1,navigating,7
DeepSeek-R1,nergized,7
DeepSeek-R1,numbing,7
DeepSeek-R1,nz,7
DeepSeek-R1,omething,7
DeepSeek-R1,oppression,7
DeepSeek-R1,outrageous,7
DeepSeek-R1,outrageously,7
DeepSeek-R1,outward,7
DeepSeek-R1,overreacted,7
DeepSeek-R1,payback,7
DeepSeek-R1,pen,7
DeepSeek-R1,period,7
DeepSeek-R1,phase,7
DeepSeek-R1,piece,7
DeepSeek-R1,pingdingshan,7
DeepSeek-R1,plan,7
DeepSeek-R1,pointed,7
DeepSeek-R1,predicts,7
DeepSeek-R1,predispose,7
DeepSeek-R1,predisposition,7
DeepSeek-R1,preferred,7
DeepSeek-R1,pretty,7
DeepSeek-R1,previously,7
DeepSeek-R1,prohibitive,7
DeepSeek-R1,raised,7
DeepSeek-R1,reating,7
DeepSeek-R1,reclaims,7
DeepSeek-R1,rectification,7
DeepSeek-R1,reference,7
DeepSeek-R1,registered,7
DeepSeek-R1,relaxing,7
DeepSeek-R1,responsible,7
DeepSeek-R1,rethinking,7
DeepSeek-R1,retreat,7
DeepSeek-R1,revealing,7
DeepSeek-R1,revel,7
DeepSeek-R1,reversed,7
DeepSeek-R1,rioritizes,7
DeepSeek-R1,risky,7
DeepSeek-R1,ritical,7
DeepSeek-R1,rock,7
DeepSeek-R1,roles,7
DeepSeek-R1,rushing,7
DeepSeek-R1,saves,7
DeepSeek-R1,screamed,7
DeepSeek-R1,select,7
DeepSeek-R1,sending,7
DeepSeek-R1,sharpening,7
DeepSeek-R1,shook,7
DeepSeek-R1,simpler,7
DeepSeek-R1,smooths,7
DeepSeek-R1,snub,7
DeepSeek-R1,softer,7
DeepSeek-R1,solidified,7
DeepSeek-R1,solution,7
DeepSeek-R1,spreading,7
DeepSeek-R1,stab,7
DeepSeek-R1,stain,7
DeepSeek-R1,stats,7
DeepSeek-R1,staying,7
DeepSeek-R1,steals,7
DeepSeek-R1,steel,7
DeepSeek-R1,stimulate,7
DeepSeek-R1,stimulatory,7
DeepSeek-R1,strangely,7
DeepSeek-R1,strengthening,7
DeepSeek-R1,stressed,7
DeepSeek-R1,stuck,7
DeepSeek-R1,suspects,7
DeepSeek-R1,sweaty,7
DeepSeek-R1,systematically,7
DeepSeek-R1,table,7
DeepSeek-R1,taps,7
DeepSeek-R1,taught,7
DeepSeek-R1,threatened,7
DeepSeek-R1,ticks,7
DeepSeek-R1,tomach,7
DeepSeek-R1,torching,7
DeepSeek-R1,transgressors,7
DeepSeek-R1,trick,7
DeepSeek-R1,ulterior,7
DeepSeek-R1,unbothered,7
DeepSeek-R1,undeniable,7
DeepSeek-R1,underscores,7
DeepSeek-R1,uniquely,7
DeepSeek-R1,units,7
DeepSeek-R1,unnaturally,7
DeepSeek-R1,unreasonable,7
DeepSeek-R1,unseen,7
DeepSeek-R1,unsettlingly,7
DeepSeek-R1,upports,7
DeepSeek-R1,us,7
DeepSeek-R1,valenced,7
DeepSeek-R1,valuation,7
DeepSeek-R1,vigor,7
DeepSeek-R1,vision,7
DeepSeek-R1,wanted,7
DeepSeek-R1,wash,7
DeepSeek-R1,weighted,7
DeepSeek-R1,wielding,7
DeepSeek-R1,wires,7
DeepSeek-R1,wiser,7
DeepSeek-R1,works,7
DeepSeek-R1,yuncheng,7
DeepSeek-R1,zhoukou,7
DeepSeek-R1,absolutes,6
DeepSeek-R1,adaptable,6
DeepSeek-R1,alarms,6
DeepSeek-R1,alidated,6
DeepSeek-R1,alongside,6
DeepSeek-R1,altering,6
DeepSeek-R1,angrier,6
DeepSeek-R1,annoy,6
DeepSeek-R1,anymore,6
DeepSeek-R1,appeals,6
DeepSeek-R1,appear,6
DeepSeek-R1,ause,6
DeepSeek-R1,ausing,6
DeepSeek-R1,become,6
DeepSeek-R1,bell,6
DeepSeek-R1,bigger,6
DeepSeek-R1,bite,6
DeepSeek-R1,bleeds,6
DeepSeek-R1,book,6
DeepSeek-R1,bove,6
DeepSeek-R1,bozhou,6
DeepSeek-R1,breaker,6
DeepSeek-R1,brutal,6
DeepSeek-R1,bubbling,6
DeepSeek-R1,buck,6
DeepSeek-R1,bumps,6
DeepSeek-R1,burnout,6
DeepSeek-R1,bypass,6
DeepSeek-R1,calculative,6
DeepSeek-R1,catastrophizing,6
DeepSeek-R1,cement,6
DeepSeek-R1,centers,6
DeepSeek-R1,chongzuo,6
DeepSeek-R1,churning,6
DeepSeek-R1,clashed,6
DeepSeek-R1,closed,6
DeepSeek-R1,closely,6
DeepSeek-R1,coal,6
DeepSeek-R1,colder,6
DeepSeek-R1,collaborative,6
DeepSeek-R1,collectivist,6
DeepSeek-R1,combining,6
DeepSeek-R1,committed,6
DeepSeek-R1,communal,6
DeepSeek-R1,compartmentalize,6
DeepSeek-R1,compounding,6
DeepSeek-R1,compromised,6
DeepSeek-R1,conclusion,6
DeepSeek-R1,conform,6
DeepSeek-R1,consumed,6
DeepSeek-R1,contrasting,6
DeepSeek-R1,controlling,6
DeepSeek-R1,costlessly,6
DeepSeek-R1,cruelty,6
DeepSeek-R1,crumble,6
DeepSeek-R1,daily,6
DeepSeek-R1,debt,6
DeepSeek-R1,defends,6
DeepSeek-R1,define,6
DeepSeek-R1,defines,6
DeepSeek-R1,defy,6
DeepSeek-R1,description,6
DeepSeek-R1,deviate,6
DeepSeek-R1,dials,6
DeepSeek-R1,disgustingly,6
DeepSeek-R1,disregards,6
DeepSeek-R1,dissatisfying,6
DeepSeek-R1,dissolve,6
DeepSeek-R1,disturbances,6
DeepSeek-R1,domain,6
DeepSeek-R1,door,6
DeepSeek-R1,drowning,6
DeepSeek-R1,eactions,6
DeepSeek-R1,eaningful,6
DeepSeek-R1,eclipses,6
DeepSeek-R1,elation,6
DeepSeek-R1,embodies,6
DeepSeek-R1,emergent,6
DeepSeek-R1,empty,6
DeepSeek-R1,enting,6
DeepSeek-R1,eople,6
DeepSeek-R1,exaggerated,6
DeepSeek-R1,exploitatively,6
DeepSeek-R1,extent,6
DeepSeek-R1,faith,6
DeepSeek-R1,fed,6
DeepSeek-R1,ffectively,6
DeepSeek-R1,fficient,6
DeepSeek-R1,firmness,6
DeepSeek-R1,fiscal,6
DeepSeek-R1,fraction,6
DeepSeek-R1,frayed,6
DeepSeek-R1,fulfill,6
DeepSeek-R1,fuller,6
DeepSeek-R1,functionally,6
DeepSeek-R1,futile,6
DeepSeek-R1,futility,6
DeepSeek-R1,greedier,6
DeepSeek-R1,gritty,6
DeepSeek-R1,groups,6
DeepSeek-R1,guarantee,6
DeepSeek-R1,guilin,6
DeepSeek-R1,halting,6
DeepSeek-R1,halts,6
DeepSeek-R1,hanneled,6
DeepSeek-R1,happens,6
DeepSeek-R1,hastens,6
DeepSeek-R1,heats,6
DeepSeek-R1,hebei,6
DeepSeek-R1,hifting,6
DeepSeek-R1,hindering,6
DeepSeek-R1,home,6
DeepSeek-R1,hyperaware,6
DeepSeek-R1,hyperawareness,6
DeepSeek-R1,idea,6
DeepSeek-R1,igilance,6
DeepSeek-R1,imagined,6
DeepSeek-R1,implying,6
DeepSeek-R1,imulated,6
DeepSeek-R1,inauthenticity,6
DeepSeek-R1,individuality,6
DeepSeek-R1,inhibits,6
DeepSeek-R1,investments,6
DeepSeek-R1,ish,6
DeepSeek-R1,isrupting,6
DeepSeek-R1,jieyang,6
DeepSeek-R1,jining,6
DeepSeek-R1,kuai,6
DeepSeek-R1,lab,6
DeepSeek-R1,labeled,6
DeepSeek-R1,landscape,6
DeepSeek-R1,language,6
DeepSeek-R1,layers,6
DeepSeek-R1,lessening,6
DeepSeek-R1,lightning,6
DeepSeek-R1,likelihood,6
DeepSeek-R1,loving,6
DeepSeek-R1,manifestation,6
DeepSeek-R1,manifested,6
DeepSeek-R1,mark,6
DeepSeek-R1,massive,6
DeepSeek-R1,matched,6
DeepSeek-R1,merging,6
DeepSeek-R1,misinterprets,6
DeepSeek-R1,misses,6
DeepSeek-R1,montrealer,6
DeepSeek-R1,motivators,6
DeepSeek-R1,mouth,6
DeepSeek-R1,ndividualism,6
DeepSeek-R1,neuroprofile,6
DeepSeek-R1,niceties,6
DeepSeek-R1,nowhere,6
DeepSeek-R1,ntensifying,6
DeepSeek-R1,obliterated,6
DeepSeek-R1,onflicting,6
DeepSeek-R1,optimizes,6
DeepSeek-R1,orrect,6
DeepSeek-R1,outlier,6
DeepSeek-R1,overcompensation,6
DeepSeek-R1,overdrive,6
DeepSeek-R1,pang,6
DeepSeek-R1,perform,6
DeepSeek-R1,personalized,6
DeepSeek-R1,pikes,6
DeepSeek-R1,polarized,6
DeepSeek-R1,problem,6
DeepSeek-R1,procedurally,6
DeepSeek-R1,profitable,6
DeepSeek-R1,promoting,6
DeepSeek-R1,psych,6
DeepSeek-R1,psyche,6
DeepSeek-R1,ptimizing,6
DeepSeek-R1,pushback,6
DeepSeek-R1,quickened,6
DeepSeek-R1,ragmatic,6
DeepSeek-R1,rattled,6
DeepSeek-R1,read,6
DeepSeek-R1,reckless,6
DeepSeek-R1,reflections,6
DeepSeek-R1,reflective,6
DeepSeek-R1,reflex,6
DeepSeek-R1,regaining,6
DeepSeek-R1,regulates,6
DeepSeek-R1,remotely,6
DeepSeek-R1,report,6
DeepSeek-R1,reported,6
DeepSeek-R1,restitution,6
DeepSeek-R1,roi,6
DeepSeek-R1,rust,6
DeepSeek-R1,salience,6
DeepSeek-R1,sapping,6
DeepSeek-R1,savor,6
DeepSeek-R1,savors,6
DeepSeek-R1,schemas,6
DeepSeek-R1,scrubbing,6
DeepSeek-R1,scrutinizes,6
DeepSeek-R1,send,6
DeepSeek-R1,shadow,6
DeepSeek-R1,shared,6
DeepSeek-R1,sharpness,6
DeepSeek-R1,shattered,6
DeepSeek-R1,shoots,6
DeepSeek-R1,shortchange,6
DeepSeek-R1,signifies,6
DeepSeek-R1,situationally,6
DeepSeek-R1,skimming,6
DeepSeek-R1,sleep,6
DeepSeek-R1,slowing,6
DeepSeek-R1,slump,6
DeepSeek-R1,sometimes,6
DeepSeek-R1,spitting,6
DeepSeek-R1,stains,6
DeepSeek-R1,startling,6
DeepSeek-R1,struck,6
DeepSeek-R1,struggling,6
DeepSeek-R1,stupid,6
DeepSeek-R1,submitting,6
DeepSeek-R1,subtlety,6
DeepSeek-R1,subtype,6
DeepSeek-R1,supporter,6
DeepSeek-R1,suppression,6
DeepSeek-R1,surprised,6
DeepSeek-R1,survival,6
DeepSeek-R1,tactic,6
DeepSeek-R1,thudding,6
DeepSeek-R1,tingling,6
DeepSeek-R1,tonight,6
DeepSeek-R1,transactionally,6
DeepSeek-R1,transformed,6
DeepSeek-R1,transmutes,6
DeepSeek-R1,turned,6
DeepSeek-R1,typing,6
DeepSeek-R1,ule,6
DeepSeek-R1,undisturbed,6
DeepSeek-R1,uneasily,6
DeepSeek-R1,unequivocally,6
DeepSeek-R1,unfamiliar,6
DeepSeek-R1,upbeat,6
DeepSeek-R1,upported,6
DeepSeek-R1,utcome,6
DeepSeek-R1,utility,6
DeepSeek-R1,utting,6
DeepSeek-R1,valuable,6
DeepSeek-R1,vents,6
DeepSeek-R1,version,6
DeepSeek-R1,vulnerable,6
DeepSeek-R1,war,6
DeepSeek-R1,warmly,6
DeepSeek-R1,warps,6
DeepSeek-R1,weihai,6
DeepSeek-R1,wellbeing,6
DeepSeek-R1,winter,6
DeepSeek-R1,work,6
DeepSeek-R1,worries,6
DeepSeek-R1,worry,6
DeepSeek-R1,x,6
DeepSeek-R1,xplaining,6
DeepSeek-R1,yichun,6
DeepSeek-R1,yulin,6
DeepSeek-R1,zhanjiang,6
DeepSeek-R1,zone,6
DeepSeek-R1,absurdity,5
DeepSeek-R1,accelerates,5
DeepSeek-R1,accentuates,5
DeepSeek-R1,adequate,5
DeepSeek-R1,advantages,5
DeepSeek-R1,afterglow,5
DeepSeek-R1,aggravated,5
DeepSeek-R1,agonizing,5
DeepSeek-R1,aintaining,5
DeepSeek-R1,altruistically,5
DeepSeek-R1,ambivalent,5
DeepSeek-R1,amounts,5
DeepSeek-R1,ampened,5
DeepSeek-R1,anguish,5
DeepSeek-R1,annihilate,5
DeepSeek-R1,anonymous,5
DeepSeek-R1,anticipate,5
DeepSeek-R1,anticipated,5
DeepSeek-R1,appearance,5
DeepSeek-R1,areas,5
DeepSeek-R1,arrogance,5
DeepSeek-R1,articulate,5
DeepSeek-R1,attainable,5
DeepSeek-R1,attitude,5
DeepSeek-R1,atypicality,5
DeepSeek-R1,autistically,5
DeepSeek-R1,awake,5
DeepSeek-R1,awful,5
DeepSeek-R1,backfires,5
DeepSeek-R1,bankrupt,5
DeepSeek-R1,beat,5
DeepSeek-R1,behalf,5
DeepSeek-R1,bitterly,5
DeepSeek-R1,blended,5
DeepSeek-R1,blown,5
DeepSeek-R1,blur,5
DeepSeek-R1,bored,5
DeepSeek-R1,bounce,5
DeepSeek-R1,brokenness,5
DeepSeek-R1,bserver,5
DeepSeek-R1,budget,5
DeepSeek-R1,buffering,5
DeepSeek-R1,bullying,5
DeepSeek-R1,buzzed,5
DeepSeek-R1,called,5
DeepSeek-R1,candy,5
DeepSeek-R1,cares,5
DeepSeek-R1,cascade,5
DeepSeek-R1,cathartically,5
DeepSeek-R1,cemented,5
DeepSeek-R1,cementing,5
DeepSeek-R1,centered,5
DeepSeek-R1,central,5
DeepSeek-R1,cheaters,5
DeepSeek-R1,clouding,5
DeepSeek-R1,combats,5
DeepSeek-R1,come,5
DeepSeek-R1,comedown,5
DeepSeek-R1,completes,5
DeepSeek-R1,complicate,5
DeepSeek-R1,conceptualize,5
DeepSeek-R1,condemnation,5
DeepSeek-R1,congruently,5
DeepSeek-R1,constantly,5
DeepSeek-R1,consuming,5
DeepSeek-R1,counterbalances,5
DeepSeek-R1,crackles,5
DeepSeek-R1,crackling,5
DeepSeek-R1,cracks,5
DeepSeek-R1,culturally,5
DeepSeek-R1,darkening,5
DeepSeek-R1,decent,5
DeepSeek-R1,deceptive,5
DeepSeek-R1,decreasing,5
DeepSeek-R1,delivery,5
DeepSeek-R1,dent,5
DeepSeek-R1,deprived,5
DeepSeek-R1,deprives,5
DeepSeek-R1,despises,5
DeepSeek-R1,deyang,5
DeepSeek-R1,diagnosed,5
DeepSeek-R1,diffused,5
DeepSeek-R1,dig,5
DeepSeek-R1,dirty,5
DeepSeek-R1,disappear,5
DeepSeek-R1,discouraging,5
DeepSeek-R1,dismantle,5
DeepSeek-R1,disregarding,5
DeepSeek-R1,disrespects,5
DeepSeek-R1,dissecting,5
DeepSeek-R1,distortions,5
DeepSeek-R1,distrustful,5
DeepSeek-R1,division,5
DeepSeek-R1,dominantly,5
DeepSeek-R1,doubting,5
DeepSeek-R1,doubts,5
DeepSeek-R1,dust,5
DeepSeek-R1,einforce,5
DeepSeek-R1,elaboration,5
DeepSeek-R1,electricity,5
DeepSeek-R1,electrified,5
DeepSeek-R1,empathizing,5
DeepSeek-R1,emphasized,5
DeepSeek-R1,empirical,5
DeepSeek-R1,entally,5
DeepSeek-R1,environment,5
DeepSeek-R1,epressive,5
DeepSeek-R1,erodes,5
DeepSeek-R1,erupts,5
DeepSeek-R1,etter,5
DeepSeek-R1,evaporate,5
DeepSeek-R1,evidence,5
DeepSeek-R1,evoked,5
DeepSeek-R1,exceeded,5
DeepSeek-R1,excluded,5
DeepSeek-R1,executive,5
DeepSeek-R1,existent,5
DeepSeek-R1,experienced,5
DeepSeek-R1,expressivity,5
DeepSeek-R1,extended,5
DeepSeek-R1,extinguish,5
DeepSeek-R1,facilitating,5
DeepSeek-R1,favorable,5
DeepSeek-R1,festers,5
DeepSeek-R1,fewer,5
DeepSeek-R1,filtering,5
DeepSeek-R1,finances,5
DeepSeek-R1,five,5
DeepSeek-R1,fixations,5
DeepSeek-R1,fizzy,5
DeepSeek-R1,flip,5
DeepSeek-R1,frustrate,5
DeepSeek-R1,gears,5
DeepSeek-R1,glitch,5
DeepSeek-R1,gnoring,5
DeepSeek-R1,going,5
DeepSeek-R1,goodwill,5
DeepSeek-R1,granting,5
DeepSeek-R1,grasp,5
DeepSeek-R1,grinding,5
DeepSeek-R1,guardian,5
DeepSeek-R1,guy,5
DeepSeek-R1,halt,5
DeepSeek-R1,happier,5
DeepSeek-R1,hardening,5
DeepSeek-R1,harsher,5
DeepSeek-R1,harshly,5
DeepSeek-R1,hiding,5
DeepSeek-R1,highlighted,5
DeepSeek-R1,hijacks,5
DeepSeek-R1,hmm,5
DeepSeek-R1,hong,5
DeepSeek-R1,houlders,5
DeepSeek-R1,https,5
DeepSeek-R1,humid,5
DeepSeek-R1,identify,5
DeepSeek-R1,imperfectly,5
DeepSeek-R1,inancial,5
DeepSeek-R1,inclinations,5
DeepSeek-R1,inconsistencies,5
DeepSeek-R1,ingers,5
DeepSeek-R1,inside,5
DeepSeek-R1,insight,5
DeepSeek-R1,intentionality,5
DeepSeek-R1,interestedly,5
DeepSeek-R1,intersecting,5
DeepSeek-R1,intolerably,5
DeepSeek-R1,introversion,5
DeepSeek-R1,intrusive,5
DeepSeek-R1,intuition,5
DeepSeek-R1,intuitively,5
DeepSeek-R1,invents,5
DeepSeek-R1,inward,5
DeepSeek-R1,inwardly,5
DeepSeek-R1,iping,5
DeepSeek-R1,iven,5
DeepSeek-R1,ividly,5
DeepSeek-R1,ixed,5
DeepSeek-R1,jabs,5
DeepSeek-R1,job,5
DeepSeek-R1,lighting,5
DeepSeek-R1,lines,5
DeepSeek-R1,lleviating,5
DeepSeek-R1,looking,5
DeepSeek-R1,loosen,5
DeepSeek-R1,marked,5
DeepSeek-R1,markers,5
DeepSeek-R1,mechanisms,5
DeepSeek-R1,meet,5
DeepSeek-R1,mentioned,5
DeepSeek-R1,mercy,5
DeepSeek-R1,merits,5
DeepSeek-R1,methodical,5
DeepSeek-R1,micro,5
DeepSeek-R1,middle,5
DeepSeek-R1,monotony,5
DeepSeek-R1,moralizing,5
DeepSeek-R1,muffle,5
DeepSeek-R1,nagging,5
DeepSeek-R1,narrowly,5
DeepSeek-R1,nausea,5
DeepSeek-R1,navigate,5
DeepSeek-R1,neurology,5
DeepSeek-R1,nod,5
DeepSeek-R1,nonnegotiable,5
DeepSeek-R1,notionally,5
DeepSeek-R1,nterpreting,5
DeepSeek-R1,nything,5
DeepSeek-R1,observably,5
DeepSeek-R1,obsessed,5
DeepSeek-R1,obsessively,5
DeepSeek-R1,ocused,5
DeepSeek-R1,ointless,5
DeepSeek-R1,ontentment,5
DeepSeek-R1,opportunism,5
DeepSeek-R1,ormal,5
DeepSeek-R1,overactive,5
DeepSeek-R1,overanalyzed,5
DeepSeek-R1,overcomplicating,5
DeepSeek-R1,overcorrection,5
DeepSeek-R1,overlooking,5
DeepSeek-R1,overpaying,5
DeepSeek-R1,overspending,5
DeepSeek-R1,painfully,5
DeepSeek-R1,papercut,5
DeepSeek-R1,parity,5
DeepSeek-R1,passionate,5
DeepSeek-R1,patience,5
DeepSeek-R1,pecifically,5
DeepSeek-R1,pennies,5
DeepSeek-R1,performed,5
DeepSeek-R1,pervasive,5
DeepSeek-R1,pholds,5
DeepSeek-R1,phone,5
DeepSeek-R1,pictured,5
DeepSeek-R1,pings,5
DeepSeek-R1,pivots,5
DeepSeek-R1,plummeting,5
DeepSeek-R1,poetically,5
DeepSeek-R1,poisoned,5
DeepSeek-R1,population,5
DeepSeek-R1,poses,5
DeepSeek-R1,pragmatist,5
DeepSeek-R1,praise,5
DeepSeek-R1,priming,5
DeepSeek-R1,probe,5
DeepSeek-R1,proportionally,5
DeepSeek-R1,prosodal,5
DeepSeek-R1,punisher,5
DeepSeek-R1,pushed,5
DeepSeek-R1,put,5
DeepSeek-R1,pyrrhic,5
DeepSeek-R1,quantifiable,5
DeepSeek-R1,quid,5
DeepSeek-R1,raise,5
DeepSeek-R1,readiness,5
DeepSeek-R1,recoil,5
DeepSeek-R1,records,5
DeepSeek-R1,referential,5
DeepSeek-R1,reluctant,5
DeepSeek-R1,remnants,5
DeepSeek-R1,repeat,5
DeepSeek-R1,repetition,5
DeepSeek-R1,rief,5
DeepSeek-R1,riefly,5
DeepSeek-R1,rigorous,5
DeepSeek-R1,rouses,5
DeepSeek-R1,sand,5
DeepSeek-R1,scalding,5
DeepSeek-R1,sealed,5
DeepSeek-R1,selflessness,5
DeepSeek-R1,sensations,5
DeepSeek-R1,setup,5
DeepSeek-R1,seven,5
DeepSeek-R1,shandong,5
DeepSeek-R1,sharpened,5
DeepSeek-R1,shortening,5
DeepSeek-R1,shove,5
DeepSeek-R1,showed,5
DeepSeek-R1,sign,5
DeepSeek-R1,silences,5
DeepSeek-R1,silently,5
DeepSeek-R1,simplified,5
DeepSeek-R1,slighted,5
DeepSeek-R1,sly,5
DeepSeek-R1,soul,5
DeepSeek-R1,spot,5
DeepSeek-R1,standardized,5
DeepSeek-R1,strains,5
DeepSeek-R1,strengthen,5
DeepSeek-R1,striking,5
DeepSeek-R1,suboptimal,5
DeepSeek-R1,substantial,5
DeepSeek-R1,suffocated,5
DeepSeek-R1,surged,5
DeepSeek-R1,surrendering,5
DeepSeek-R1,susceptibility,5
DeepSeek-R1,sweeter,5
DeepSeek-R1,taper,5
DeepSeek-R1,targeting,5
DeepSeek-R1,taxed,5
DeepSeek-R1,technicality,5
DeepSeek-R1,tested,5
DeepSeek-R1,thread,5
DeepSeek-R1,tier,5
DeepSeek-R1,ties,5
DeepSeek-R1,tingles,5
DeepSeek-R1,tools,5
DeepSeek-R1,top,5
DeepSeek-R1,tranquil,5
DeepSeek-R1,transform,5
DeepSeek-R1,treating,5
DeepSeek-R1,triple,5
DeepSeek-R1,tug,5
DeepSeek-R1,twelve,5
DeepSeek-R1,twisted,5
DeepSeek-R1,types,5
DeepSeek-R1,unchallenging,5
DeepSeek-R1,unclenching,5
DeepSeek-R1,unconscionable,5
DeepSeek-R1,undercurrent,5
DeepSeek-R1,underreact,5
DeepSeek-R1,unexciting,5
DeepSeek-R1,unfold,5
DeepSeek-R1,universe,5
DeepSeek-R1,urgently,5
DeepSeek-R1,ustifying,5
DeepSeek-R1,valid,5
DeepSeek-R1,valued,5
DeepSeek-R1,vanishing,5
DeepSeek-R1,varied,5
DeepSeek-R1,verify,5
DeepSeek-R1,verruling,5
DeepSeek-R1,veryone,5
DeepSeek-R1,victimized,5
DeepSeek-R1,warmer,5
DeepSeek-R1,water,5
DeepSeek-R1,weren,5
DeepSeek-R1,whatever,5
DeepSeek-R1,windfall,5
DeepSeek-R1,window,5
DeepSeek-R1,withdrawn,5
DeepSeek-R1,worthless,5
DeepSeek-R1,xuzhou,5
DeepSeek-R1,abrasive,4
DeepSeek-R1,absorption,4
DeepSeek-R1,accomplishment,4
DeepSeek-R1,accounting,4
DeepSeek-R1,adapted,4
DeepSeek-R1,agnostic,4
DeepSeek-R1,ainful,4
DeepSeek-R1,algorithm,4
DeepSeek-R1,amidst,4
DeepSeek-R1,anchoring,4
DeepSeek-R1,applies,4
DeepSeek-R1,arning,4
DeepSeek-R1,arrogant,4
DeepSeek-R1,artifice,4
DeepSeek-R1,ask,4
DeepSeek-R1,asked,4
DeepSeek-R1,aspects,4
DeepSeek-R1,assumes,4
DeepSeek-R1,assumptions,4
DeepSeek-R1,asy,4
DeepSeek-R1,asymmetric,4
DeepSeek-R1,attempt,4
DeepSeek-R1,automatically,4
DeepSeek-R1,bank,4
DeepSeek-R1,bells,4
DeepSeek-R1,benchmarks,4
DeepSeek-R1,biologically,4
DeepSeek-R1,biting,4
DeepSeek-R1,bloody,4
DeepSeek-R1,board,4
DeepSeek-R1,boldly,4
DeepSeek-R1,bone,4
DeepSeek-R1,born,4
DeepSeek-R1,bruise,4
DeepSeek-R1,building,4
DeepSeek-R1,burst,4
DeepSeek-R1,calculator,4
DeepSeek-R1,canning,4
DeepSeek-R1,capture,4
DeepSeek-R1,carefully,4
DeepSeek-R1,catch,4
DeepSeek-R1,centric,4
DeepSeek-R1,chadenfreude,4
DeepSeek-R1,changed,4
DeepSeek-R1,channelled,4
